"id","System","age","sex","occupation","income","region","Taxi_frequency","Taxi_aim","RS_experience","Price","Safety","Dispatch","License","Service","Time","choice"
"830","iPhone","20s","Male","Student","Less than ¥1M","Population of 500K or more","Several times a year","Leisure","No","¥1200","3%","App","Yes","Yes","10 min",1
"833","Android ","50s","Female","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","10 min",0
"834","Windows ","40s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","No","7 min",1
"835","Windows ","30s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","App","Yes","No","10 min",1
"837","iPhone","30s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","App","Yes","No","7 min",1
"839","Android ","60s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Several times a year","Leisure","No","¥1200","1%","Phone","Yes","Yes","7 min",1
"843","Windows ","50s","Male","Full-time employee (mainly private companies)","Prefer not to answer","Population of Less than 100K","Several times a year","Leisure","No","¥1200","3%","Phone","Yes","No","10 min",1
"845","iPhone","50s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Prefer not to answer","No","¥1200","3%","Phone","No","No","10 min",0
"847","iPhone","10s","Male","Student","Prefer not to answer","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","7 min",1
"852","iPhone","50s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of Less than 100K","Several times a year","Visit to hospital","No","¥1500","3%","Phone","No","Yes","7 min",0
"855","iPhone","50s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","Phone","Yes","Yes","10 min",1
"861","Windows ","40s","Female","Full-time housewife (husband)","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","Phone","Yes","Yes","10 min",0
"862","iPhone","50s","Female","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","Phone","No","Yes","10 min",0
"863","iPhone","20s","Male","Part-time job","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","7 min",0
"864","Android ","40s","Male","Public servant","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","App","No","No","7 min",1
"865","iPhone","40s","Female","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","Phone","Yes","No","7 min",1
"871","Macintosh","40s","Female","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","Phone","Yes","Yes","10 min",1
"872","Windows ","20s","Male","Public servant","Prefer not to answer","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","Phone","No","No","7 min",1
"873","iPhone","30s","Male","Other","¥3M or more and less than ¥4M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","App","No","Yes","10 min",1
"874","Windows ","20s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","10 min",0
"877","Android ","40s","Female","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 500K or more","Several times a year","Moving for work","No","¥1500","1%","Phone","Yes","No","7 min",1
"879","Android ","40s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 100K or more and less than 500K","Several times a year","Commuting","No","¥1500","3%","App","Yes","No","10 min",0
"880","iPhone","30s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a week","Moving for work","No","¥1500","3%","App","Yes","No","10 min",1
"883","iPhone","40s","Male","Part-time job","Prefer not to answer","Population of Less than 100K","Several times a year","Leisure","No","¥1200","3%","Phone","Yes","Yes","10 min",0
"884","iPhone","30s","Male","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","7 min",1
"889","Windows ","30s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","App","No","Yes","10 min",0
"890","iPad","30s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","7 min",0
"891","Windows ","50s","Male","Self-employed","¥3M or more and less than ¥4M","Population of Less than 100K","Several times a year","Leisure","No","¥1200","1%","App","No","No","7 min",0
"893","iPhone","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Do not use","No","¥1500","3%","Phone","No","No","7 min",1
"894","iPhone","50s","Female","Public servant","¥6M or more and less than ¥7M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","No","No","7 min",1
"895","iPhone","40s","Female","Part-time job","Less than ¥1M","Population of 500K or more","Several times a year","Moving for work","Yes","¥1500","1%","Phone","No","No","10 min",0
"896","Android ","50s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","7 min",1
"897","Windows ","60s","Male","Full-time employee (mainly private companies)","¥10M or more","Population of 100K or more and less than 500K","Several times a year","Moving for work","No","¥1200","3%","App","No","No","10 min",0
"898","iPhone","20s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","Phone","No","No","10 min",0
"900","iPhone","40s","Female","Part-time job","Less than ¥1M","Population of 500K or more","About once a week","Leisure","Yes","¥1200","1%","App","No","Yes","10 min",1
"902","iPhone","40s","Male","Part-time job","Prefer not to answer","Population of Less than 100K","Several times a year","Leisure","No","¥1200","3%","Phone","No","Yes","7 min",0
"905","Android ","50s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","App","No","No","10 min",0
"906","Android ","30s","Male","Full-time employee (mainly private companies)","¥8M or more and less than ¥9M","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","No","10 min",0
"909","Android ","40s","Female","Temporary staff","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1200","1%","Phone","No","Yes","10 min",1
"910","Android ","50s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 500K or more","Several times a year","Leisure","No","¥1200","3%","Phone","No","No","10 min",1
"912","Android ","30s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","No","7 min",0
"916","Android ","50s","Female","Part-time job","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","No","10 min",1
"918","Macintosh","30s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","Phone","No","Yes","7 min",1
"919","Android ","50s","Female","Unemployed (including after retirement)","¥1M or more and less than ¥2M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","Phone","Yes","No","10 min",1
"921","Windows ","50s","Male","Full-time employee (mainly private companies)","¥8M or more and less than ¥9M","Population of 500K or more","Several times a year","Moving for work","No","¥1500","1%","App","Yes","Yes","10 min",1
"926","Windows ","40s","Male","Self-employed","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Several times a month","Moving for work","No","¥1200","3%","Phone","No","Yes","7 min",0
"929","Android ","50s","Male","Full-time employee (mainly private companies)","Prefer not to answer","Population of 500K or more","Several times a year","Moving for work","No","¥1500","1%","App","Yes","Yes","10 min",0
"932","Android ","50s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","Phone","No","Yes","10 min",0
"933","Windows ","50s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Prefer not to answer","No","¥1500","3%","Phone","Yes","Yes","7 min",0
"935","iPhone","40s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Visit to hospital","No","¥1200","3%","Phone","No","No","7 min",1
"937","iPhone","10s","Female","Student","Less than ¥1M","Population of Less than 100K","Several times a year","Visit to hospital","No","¥1200","3%","App","Yes","Yes","10 min",1
"938","Android ","40s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 500K or more","Several times a year","Moving for work","No","¥1200","1%","App","No","No","7 min",1
"939","Windows ","50s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","10 min",1
"942","Windows ","50s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Several times a month","Shopping","No","¥1500","1%","App","No","Yes","10 min",1
"943","Windows ","40s","Female","Temporary staff","¥4M or more and less than ¥5M","Population of 500K or more","Several times a year","Visit to hospital","No","¥1500","3%","Phone","Yes","Yes","7 min",0
"944","Windows ","50s","Male","Self-employed","Prefer not to answer","Population of 100K or more and less than 500K","Several times a year","Prefer not to answer","No","¥1500","1%","App","No","Yes","7 min",0
"945","Android ","50s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 500K or more","Several times a year","Leisure","No","¥1200","3%","Phone","Yes","No","7 min",0
"947","Android ","30s","Male","Full-time employee (mainly private companies)","Prefer not to answer","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","Phone","No","No","10 min",0
"953","Android ","60s","Male","Self-employed","Prefer not to answer","Prefer not to answer","Several times a year","Visit to hospital","Yes","¥1200","3%","App","Yes","No","7 min",0
"954","Windows ","30s","Female","Prefer not to answer","Prefer not to answer","Prefer not to answer","Do not use","Do not use","No","¥1500","1%","App","No","Yes","7 min",1
"956","Android ","50s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a month","Moving for work","No","¥1500","3%","Phone","No","Yes","7 min",0
"962","iPhone","30s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Shopping","No","¥1500","3%","Phone","Yes","Yes","7 min",0
"963","Android ","20s","Female","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Prefer not to answer","Do not use","Do not use","No","¥1500","1%","App","No","Yes","7 min",0
"966","iPhone","20s","Male","Student","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","Phone","Yes","No","10 min",1
"969","Android ","40s","Male","Self-employed","Prefer not to answer","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","7 min",1
"971","Android ","50s","Male","Self-employed","¥4M or more and less than ¥5M","Population of 500K or more","Several times a month","Other","No","¥1200","1%","App","Yes","No","10 min",1
"973","iPhone","40s","Female","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 500K or more","Several times a month","Leisure","No","¥1500","3%","Phone","Yes","No","7 min",0
"974","Windows ","50s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","Phone","Yes","No","10 min",0
"975","iPhone","40s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 100K or more and less than 500K","Several times a year","Other","No","¥1200","1%","Phone","Yes","No","7 min",1
"976","iPhone","50s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1200","3%","Phone","Yes","Yes","7 min",0
"977","iPhone","30s","Female","Part-time job","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","App","Yes","No","7 min",0
"979","iPhone","40s","Female","Full-time housewife (husband)","¥5M or more and less than ¥6M","Population of 500K or more","Several times a month","Shopping","Yes","¥1500","3%","App","No","No","7 min",1
"980","iPhone","40s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 500K or more","Several times a year","Moving for work","No","¥1200","3%","App","No","No","10 min",0
"981","iPhone","50s","Female","Part-time job","¥10M or more","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","App","No","Yes","7 min",1
"982","Windows ","40s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","7 min",0
"983","Android ","60s","Male","Temporary staff","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","App","Yes","No","10 min",1
"984","Windows ","50s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","No","10 min",1
"985","iPhone","50s","Female","Public servant","¥6M or more and less than ¥7M","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","10 min",0
"986","Android ","20s","Female","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Prefer not to answer","Do not use","Do not use","No","¥1200","1%","App","Yes","Yes","7 min",1
"989","iPhone","50s","Female","Full-time housewife (husband)","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","App","No","No","7 min",0
"990","Windows ","60s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of Less than 100K","Several times a year","Leisure","No","¥1500","3%","App","Yes","No","7 min",0
"992","iPhone","40s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Visit to hospital","No","¥1500","3%","App","No","Yes","10 min",0
"996","iPhone","50s","Male","Full-time employee (mainly private companies)","¥10M or more","Population of 100K or more and less than 500K","Several times a month","Moving for work","Yes","¥1500","1%","Phone","No","No","7 min",0
"997","Windows ","50s","Male","Part-time job","¥1M or more and less than ¥2M","Population of 500K or more","Several times a year","Visit to hospital","No","¥1200","1%","App","Yes","No","7 min",1
"998","iPhone","50s","Female","Part-time job","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","App","No","Yes","7 min",0
"1001","Android ","60s","Male","Temporary staff","¥4M or more and less than ¥5M","Population of 500K or more","Several times a year","Moving for work","No","¥1200","3%","Phone","Yes","Yes","7 min",1
"1002","Android ","40s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","App","No","Yes","10 min",0
"1003","Linux x8","30s","Male","Unemployed (including after retirement)","¥2M or more and less than ¥3M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","Phone","Yes","No","7 min",1
"1004","Android ","30s","Female","Prefer not to answer","Prefer not to answer","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","App","No","Yes","7 min",1
"1006","iPhone","50s","Female","Public servant","¥7M or more and less than ¥8M","Population of 500K or more","Several times a year","Other","No","¥1500","1%","App","No","No","7 min",1
"1012","Android ","60s","Female","Other","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","No","No","10 min",0
"1013","Android ","50s","Male","Full-time employee (mainly private companies)","¥8M or more and less than ¥9M","Population of 500K or more","About once a week","Moving for work","No","¥1200","1%","App","No","No","10 min",0
"1014","Windows ","60s","Female","Public servant","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Moving for work","No","¥1500","3%","App","Yes","Yes","7 min",1
"1015","iPhone","30s","Male","Part-time job","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","App","Yes","No","10 min",1
"1017","iPhone","20s","Female","Public servant","¥5M or more and less than ¥6M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","App","Yes","No","7 min",1
"1019","Android ","50s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","10 min",0
"1026","Windows ","50s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","App","Yes","Yes","10 min",0
"1028","iPhone","50s","Female","Public servant","¥7M or more and less than ¥8M","Population of 500K or more","Several times a year","Leisure","No","¥1500","3%","Phone","No","Yes","7 min",0
"1030","Android ","30s","Male","Public servant","¥7M or more and less than ¥8M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","App","No","Yes","7 min",1
"1031","iPhone","10s","Female","Student","Less than ¥1M","Population of Less than 100K","Several times a year","Shopping","No","¥1200","3%","Phone","Yes","No","7 min",1
"1032","Android ","40s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","7 min",0
"1033","Android ","40s","Male","Prefer not to answer","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","No","No","10 min",0
"1034","Windows ","30s","Male","Prefer not to answer","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","No","7 min",0
"1037","Android ","50s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","Phone","Yes","No","10 min",1
"1040","iPhone","40s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Other","No","¥1200","3%","App","No","Yes","7 min",1
"1042","Android ","50s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of 500K or more","Several times a month","Moving for work","No","¥1500","1%","App","No","Yes","7 min",0
"1045","iPhone","40s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of Less than 100K","Several times a year","Leisure","No","¥1500","3%","App","Yes","No","10 min",1
"1046","Android ","50s","Male","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","Phone","No","No","10 min",1
"1048","Android ","40s","Male","Self-employed","¥3M or more and less than ¥4M","Prefer not to answer","Do not use","Do not use","No","¥1500","1%","App","Yes","Yes","7 min",1
"1051","Windows ","30s","Male","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 500K or more","Several times a year","Moving for work","No","¥1500","1%","Phone","No","No","7 min",0
"1053","Android ","30s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Other","No","¥1500","3%","Phone","No","No","7 min",0
"1055","Android ","50s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","App","Yes","Yes","7 min",1
"1056","iPhone","30s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 500K or more","Several times a year","Moving for work","No","¥1200","3%","App","No","No","10 min",0
"1057","Android ","40s","Male","Prefer not to answer","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","Phone","No","No","7 min",0
"1059","Android ","40s","Male","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","App","No","Yes","7 min",0
"1063","iPhone","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 500K or more","Several times a year","Visit to hospital","No","¥1200","1%","App","No","No","7 min",0
"1067","iPhone","10s","Female","Student","Less than ¥1M","Prefer not to answer","Several times a year","Visit to hospital","No","¥1200","3%","Phone","No","Yes","10 min",0
"1069","Windows ","60s","Male","Unemployed (including after retirement)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Other","No","¥1200","3%","App","No","No","7 min",1
"1070","iPhone","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","App","Yes","Yes","7 min",1
"1074","Android ","40s","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Do not use","No","¥1200","1%","App","Yes","No","10 min",1
"1076","Android ","50s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","App","Yes","No","10 min",0
"1079","iPhone","50s","Male","Part-time job","¥2M or more and less than ¥3M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","App","Yes","No","10 min",0
"1081","Windows ","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","Phone","Yes","Yes","10 min",1
"1082","Android ","50s","Female","Part-time job","¥1M or more and less than ¥2M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","App","No","No","10 min",0
"1083","iPhone","30s","Female","Public servant","¥2M or more and less than ¥3M","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","App","Yes","Yes","10 min",0
"1086","iPhone","40s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Leisure","No","¥1500","1%","Phone","Yes","No","7 min",0
"1087","Android ","30s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","About once a week","Moving for work","Yes","¥1500","1%","App","Yes","No","10 min",1
"1090","iPhone","10s","Female","Student","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","App","Yes","No","10 min",1
"1100","iPhone","10s","Prefer not to answer","Student","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","Phone","No","No","7 min",0
"1101","Android ","60s","Female","Self-employed","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1500","3%","App","Yes","Yes","10 min",1
"1104","iPhone","40s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Leisure","No","¥1500","1%","App","Yes","Yes","7 min",1
"1105","Android ","40s","Male","Unemployed (including after retirement)","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","App","No","No","10 min",0
"1107","Android ","50s","Female","Part-time job","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","App","Yes","No","10 min",1
"1108","Android ","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","7 min",1
"1109","Android ","40s","Female","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","App","No","No","10 min",0
"1110","Android ","50s","Female","Part-time job","¥2M or more and less than ¥3M","Population of 500K or more","Prefer not to answer","Do not use","No","¥1200","1%","App","Yes","No","10 min",1
"1112","Android ","30s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","Phone","Yes","No","10 min",0
"1114","iPhone","40s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Several times a year","Moving for work","No","¥1500","3%","Phone","No","Yes","10 min",0
"1115","iPhone","40s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Prefer not to answer","No","¥1500","1%","App","No","No","10 min",0
"1117","iPhone","20s","Female","Temporary staff","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Leisure","Yes","¥1500","1%","App","Yes","No","7 min",0
"1118","iPhone","50s","Male","Full-time employee (mainly private companies)","¥10M or more","Population of 100K or more and less than 500K","Several times a year","Moving for work","No","¥1200","3%","Phone","No","No","7 min",1
"1119","Android ","50s","Male","Self-employed","¥10M or more","Population of Less than 100K","About once a week","Shopping","No","¥1200","3%","App","No","No","7 min",0
"1121","iPhone","40s","Female","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 500K or more","About once a week","Moving for work","No","¥1500","3%","App","No","No","10 min",0
"1123","Windows ","50s","Female","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","10 min",0
"1126","iPhone","40s","Female","Full-time housewife (husband)","Prefer not to answer","Population of 500K or more","Several times a year","Leisure","No","¥1500","1%","App","Yes","No","7 min",1
"1127","Windows ","40s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Leisure","Yes","¥1200","1%","App","No","No","10 min",0
"1131","Windows ","50s","Male","Part-time job","Prefer not to answer","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","Phone","No","No","7 min",0
"1132","Android ","50s","Female","Part-time job","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","App","No","Yes","10 min",1
"1133","Android ","60s","Male","Unemployed (including after retirement)","¥2M or more and less than ¥3M","Population of 500K or more","Several times a year","Leisure","No","¥1200","1%","Phone","No","No","7 min",1
"1136","iPhone","40s","Female","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of Less than 100K","Several times a year","Moving for work","No","¥1500","1%","Phone","Yes","Yes","7 min",1
"1137","Android ","50s","Male","Self-employed","¥10M or more","Population of Less than 100K","About once a week","Shopping","No","¥1500","1%","App","No","Yes","10 min",0
"1138","iPhone","50s","Female","Part-time job","¥1M or more and less than ¥2M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","App","Yes","No","7 min",1
"1140","Windows ","50s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of Less than 100K","Several times a year","Other","No","¥1200","3%","Phone","No","No","10 min",0
"1141","Android ","50s","Female","Prefer not to answer","Prefer not to answer","Population of Less than 100K","Several times a year","Visit to hospital","No","¥1200","3%","Phone","No","No","7 min",0
"1142","Windows ","70s","Male","Self-employed","¥8M or more and less than ¥9M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1500","3%","Phone","Yes","No","7 min",0
"1143","iPhone","50s","Male","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 100K or more and less than 500K","Several times a month","Moving for work","No","¥1200","1%","Phone","Yes","Yes","10 min",1
"1144","Android ","40s","Female","Temporary staff","Prefer not to answer","Population of 500K or more","Several times a year","Other","No","¥1200","3%","App","Yes","Yes","7 min",0
"1145","iPhone","40s","Female","Full-time housewife (husband)","Less than ¥1M","Population of Less than 100K","Several times a year","Leisure","No","¥1200","1%","App","Yes","Yes","10 min",1
"1146","iPhone","30s","Female","Full-time housewife (husband)","Prefer not to answer","Population of 500K or more","Several times a year","Visit to hospital","No","¥1200","1%","App","No","Yes","7 min",1
"1147","Android ","30s","Male","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 100K or more and less than 500K","Several times a year","Moving for work","No","¥1500","3%","Phone","No","No","10 min",0
"1149","Android ","40s","Other","Public servant","¥5M or more and less than ¥6M","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","Phone","No","No","7 min",0
"1151","iPhone","50s","Male","Full-time employee (mainly private companies)","¥10M or more","Population of 500K or more","Several times a month","Leisure","No","¥1500","3%","App","No","No","10 min",0
"1152","Windows ","40s","Male","Agriculture, forestry and fisheries","¥4M or more and less than ¥5M","Population of 100K or more and less than 500K","Several times a year","Shopping","No","¥1500","1%","Phone","No","No","7 min",0
"1154","Windows ","40s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 500K or more","Several times a year","Moving for work","No","¥1500","3%","App","No","No","10 min",0
"1155","iPhone","10s","Female","Student","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","No","7 min",0
"1157","iPhone","40s","Female","Unemployed (including after retirement)","Prefer not to answer","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","10 min",1
