"id","System","age","sex","occupation","income","region","Taxi_frequency","Taxi_aim","RS_experience","Price","Safety","Dispatch","License","Service","Time","choice"
"1016","iPhone","20s","Female","Temporary staff","¥1M or more and less than ¥2M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","No","10 min",0
"1018","iPhone","20s","Female","Other","Prefer not to answer","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","App","Yes","Yes","10 min",1
"1020","Macintosh","50s","Male","Self-employed","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1500","1%","App","Yes","Yes","7 min",1
"1021","iPhone","30s","Female","Part-time job","¥1M or more and less than ¥2M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","App","Yes","No","7 min",0
"1022","iPhone","50s","Female","Unemployed (including after retirement)","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1200","1%","Phone","No","No","10 min",0
"1023","Android ","40s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of Less than 100K","Several times a year","Visit to hospital","No","¥1200","3%","App","Yes","Yes","10 min",0
"1024","iPhone","50s","Female","Part-time job","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","Phone","No","No","7 min",1
"1025","iPhone","50s","Female","Full-time housewife (husband)","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","App","Yes","No","10 min",0
"1027","Android ","50s","Male","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","No","10 min",0
"1029","Windows ","20s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 500K or more","Several times a year","Moving for work","No","¥1200","1%","App","Yes","Yes","10 min",0
"1035","iPhone","50s","Female","Full-time housewife (husband)","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","App","No","No","7 min",0
"1036","iPhone","40s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 500K or more","About once a week","Commuting","No","¥1500","3%","App","Yes","Yes","7 min",1
"1038","iPhone","50s","Female","Self-employed","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Moving for work","No","¥1500","3%","App","Yes","No","10 min",0
"1039","iPhone","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","Phone","No","No","7 min",0
"1041","Windows ","50s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","Phone","Yes","Yes","10 min",0
"1043","Android ","20s","Female","Part-time job","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","App","No","No","7 min",1
"1044","Windows ","50s","Male","Unemployed (including after retirement)","¥2M or more and less than ¥3M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","Phone","No","Yes","10 min",1
"1047","iPhone","40s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","10 min",0
"1049","Android ","50s","Female","Temporary staff","Prefer not to answer","Population of 100K or more and less than 500K","Several times a year","Other","No","¥1500","3%","App","Yes","No","10 min",1
"1050","iPhone","30s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 500K or more","Almost every day","Moving for work","Yes","¥1200","3%","Phone","No","No","10 min",0
"1052","Android ","30s","Female","Part-time job","¥1M or more and less than ¥2M","Population of 100K or more and less than 500K","Several times a year","Other","No","¥1500","3%","Phone","Yes","No","10 min",0
"1054","Macintosh","50s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","App","No","Yes","10 min",0
"1060","iPhone","10s","Female","Student","Prefer not to answer","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","App","Yes","No","10 min",1
"1061","Android ","50s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","Phone","Yes","No","10 min",1
"1062","Windows ","60s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of 500K or more","Several times a year","Visit to hospital","No","¥1500","3%","App","No","No","10 min",0
"1064","Windows ","50s","Male","Public servant","¥6M or more and less than ¥7M","Population of 100K or more and less than 500K","Several times a year","Other","No","¥1200","3%","App","Yes","Yes","7 min",0
"1065","Android ","40s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1200","1%","Phone","No","Yes","7 min",1
"1066","Android ","50s","Male","Self-employed","¥3M or more and less than ¥4M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","Phone","No","No","10 min",1
"1068","iPhone","40s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Leisure","No","¥1200","1%","Phone","No","No","10 min",1
"1071","Android ","40s","Female","Full-time housewife (husband)","Prefer not to answer","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","App","Yes","No","10 min",1
"1072","Android ","40s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","No","7 min",1
"1073","Windows ","40s","Male","Unemployed (including after retirement)","¥1M or more and less than ¥2M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","App","Yes","No","10 min",0
"1075","iPhone","20s","Female","Student","Less than ¥1M","Prefer not to answer","Several times a year","Shopping","No","¥1200","3%","App","Yes","Yes","7 min",1
"1077","Android ","50s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","Phone","Yes","Yes","10 min",1
"1078","Windows ","60s","Male","Unemployed (including after retirement)","¥2M or more and less than ¥3M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","App","Yes","No","10 min",1
"1080","iPhone","40s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of Less than 100K","Several times a year","Shopping","No","¥1500","3%","Phone","Yes","No","7 min",0
"1084","Windows ","40s","Female","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 500K or more","Several times a year","Moving for work","No","¥1200","1%","Phone","Yes","Yes","10 min",1
"1085","iPhone","40s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Prefer not to answer","No","¥1200","3%","Phone","Yes","Yes","7 min",1
"1088","iPhone","50s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","Phone","Yes","No","10 min",0
"1089","Android ","50s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","App","No","No","10 min",0
"1091","Android ","50s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","App","No","No","7 min",0
"1092","iPhone","20s","Female","Temporary staff","¥2M or more and less than ¥3M","Population of 500K or more","Several times a year","Leisure","No","¥1500","3%","App","Yes","No","10 min",0
"1093","iPhone","50s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 500K or more","Several times a year","Moving for work","No","¥1200","3%","App","No","No","10 min",0
"1094","Windows ","70s","Female","Full-time housewife (husband)","¥10M or more","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","Phone","No","Yes","7 min",0
"1095","Android ","60s","Male","Unemployed (including after retirement)","¥10M or more","Population of 500K or more","Several times a year","Shopping","No","¥1500","1%","App","Yes","No","7 min",1
"1096","Android ","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","App","No","Yes","10 min",0
"1097","iPhone","50s","Male","Part-time job","¥2M or more and less than ¥3M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","App","Yes","No","7 min",0
"1098","iPhone","40s","Female","Part-time job","Prefer not to answer","Population of 500K or more","Several times a year","Shopping","No","¥1200","1%","App","No","Yes","10 min",0
"1099","Windows ","50s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Other","No","¥1200","1%","App","Yes","Yes","7 min",1
"1102","iPhone","30s","Male","Public servant","¥6M or more and less than ¥7M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","Phone","No","No","7 min",1
"1103","Android ","60s","Male","Other","Prefer not to answer","Population of Less than 100K","Several times a year","Shopping","No","¥1200","1%","App","Yes","No","7 min",1
"1106","iPhone","30s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 500K or more","Several times a year","Leisure","Yes","¥1500","1%","Phone","Yes","No","7 min",0
"1111","iPhone","30s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","10 min",0
"1113","iPhone","50s","Male","Public servant","¥4M or more and less than ¥5M","Population of 500K or more","Several times a year","Other","No","¥1200","1%","Phone","Yes","No","7 min",1
"1116","iPhone","40s","Female","Public servant","¥3M or more and less than ¥4M","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","No","10 min",0
"1120","iPhone","60s","Male","Full-time employee (mainly private companies)","Prefer not to answer","Population of 500K or more","Several times a month","Moving for work","No","¥1200","3%","App","Yes","No","7 min",1
"1122","iPhone","40s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Leisure","No","¥1200","3%","Phone","Yes","Yes","7 min",0
"1124","Windows ","50s","Male","Full-time employee (mainly private companies)","¥8M or more and less than ¥9M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","10 min",0
"1125","Windows ","60s","Male","Part-time job","¥1M or more and less than ¥2M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","Phone","Yes","Yes","7 min",1
"1128","Android ","30s","Male","Part-time job","¥1M or more and less than ¥2M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","7 min",1
"1129","iPhone","20s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a month","Moving for work","No","¥1500","3%","App","No","No","7 min",0
"1130","Windows ","50s","Male","Full-time employee (mainly private companies)","¥8M or more and less than ¥9M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","App","No","Yes","10 min",0
"1134","iPhone","30s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 100K or more and less than 500K","Several times a month","Moving for work","No","¥1500","1%","Phone","Yes","Yes","10 min",0
"1135","Android ","50s","Male","Self-employed","¥2M or more and less than ¥3M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","App","No","No","10 min",1
"1139","iPhone","40s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Prefer not to answer","No","¥1500","3%","Phone","Yes","No","10 min",0
"1148","Windows ","60s","Male","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1200","1%","Phone","No","No","7 min",1
"1150","Windows ","50s","Female","Part-time job","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","App","No","Yes","10 min",1
"1153","iPhone","40s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","Phone","No","No","7 min",0
"1156","Windows ","40s","Male","Full-time employee (mainly private companies)","¥10M or more","Population of 500K or more","Several times a year","Moving for work","No","¥1200","3%","App","No","No","7 min",1
"1165","iPhone","30s","Female","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 100K or more and less than 500K","Several times a month","Moving for work","No","¥1200","1%","App","No","No","7 min",1
"1166","Android ","40s","Female","Full-time housewife (husband)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","Phone","No","Yes","7 min",0
"1168","iPhone","40s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a month","Leisure","No","¥1200","3%","Phone","No","Yes","10 min",1
"1170","Windows ","40s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1500","3%","Phone","Yes","No","10 min",0
"1171","Android ","60s","Female","Part-time job","¥1M or more and less than ¥2M","Population of Less than 100K","Several times a month","Shopping","No","¥1500","1%","Phone","Yes","No","10 min",1
"1176","Windows ","30s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","No","10 min",0
"1177","Android ","40s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a month","Shopping","No","¥1200","1%","App","No","No","7 min",0
"1178","Android ","50s","Male","Full-time employee (mainly private companies)","¥10M or more","Population of 100K or more and less than 500K","Several times a year","Moving for work","Yes","¥1500","3%","Phone","Yes","Yes","10 min",0
"1179","Android ","40s","Male","Temporary staff","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","10 min",0
"1182","iPhone","40s","Female","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 500K or more","Several times a week","Shopping","No","¥1500","3%","App","No","Yes","10 min",1
"1185","Macintosh","50s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","No","7 min",0
"1186","iPhone","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","No","7 min",1
"1187","iPhone","30s","Female","Full-time housewife (husband)","¥8M or more and less than ¥9M","Population of Less than 100K","Several times a year","Visit to hospital","No","¥1500","1%","Phone","No","Yes","7 min",0
"1188","iPhone","40s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Several times a year","Visit to hospital","No","¥1200","1%","Phone","Yes","No","7 min",1
"1189","iPhone","50s","Male","Part-time job","¥2M or more and less than ¥3M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","App","No","Yes","7 min",0
"1190","Android ","60s","Female","Full-time housewife (husband)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","App","No","No","7 min",1
"1191","iPhone","40s","Male","Full-time employee (mainly private companies)","¥8M or more and less than ¥9M","Population of 500K or more","Several times a year","Moving for work","No","¥1500","3%","Phone","No","Yes","7 min",0
"1193","Android ","50s","Male","Self-employed","¥6M or more and less than ¥7M","Population of 500K or more","Several times a year","Leisure","No","¥1500","1%","App","No","No","10 min",1
"1195","iPhone","40s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1500","3%","App","Yes","No","10 min",1
"1196","Android ","40s","Female","Part-time job","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","App","No","No","7 min",1
"1201","Android ","40s","Female","Unemployed (including after retirement)","Prefer not to answer","Prefer not to answer","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","10 min",0
"1204","iPhone","30s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","10 min",1
"1207","iPhone","50s","Male","Self-employed","¥1M or more and less than ¥2M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","Phone","No","No","7 min",1
"1209","iPhone","40s","Female","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 500K or more","Several times a month","Shopping","Yes","¥1500","1%","Phone","No","Yes","7 min",1
"1211","Android ","30s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 100K or more and less than 500K","Several times a year","Visit to hospital","No","¥1500","1%","App","Yes","No","10 min",1
"1214","iPhone","50s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Several times a year","Shopping","Yes","¥1200","1%","Phone","Yes","No","7 min",1
"1221","Windows ","50s","Male","Self-employed","¥4M or more and less than ¥5M","Population of Less than 100K","Several times a year","Leisure","No","¥1500","1%","Phone","No","Yes","10 min",1
"1222","Android ","40s","Male","Full-time employee (mainly private companies)","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","Phone","Yes","No","10 min",0
"1225","Windows ","40s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","App","Yes","Yes","10 min",1
"1228","Android ","40s","Female","Part-time job","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","10 min",1
"1231","Android ","30s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 100K or more and less than 500K","Several times a year","Moving for work","No","¥1500","1%","Phone","No","Yes","10 min",0
"1232","Macintosh","40s","Female","Unemployed (including after retirement)","Prefer not to answer","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","Phone","No","No","7 min",0
"1234","iPhone","20s","Female","Public servant","¥3M or more and less than ¥4M","Population of Less than 100K","Several times a year","Other","No","¥1500","3%","Phone","No","Yes","7 min",0
"1237","Android ","40s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Other","No","¥1500","3%","App","Yes","No","10 min",0
"1238","Android ","40s","Male","Public servant","¥6M or more and less than ¥7M","Population of Less than 100K","Several times a year","Other","No","¥1500","3%","Phone","No","Yes","7 min",0
"1239","Windows ","70s","Male","Part-time job","¥4M or more and less than ¥5M","Population of 500K or more","Several times a year","Leisure","No","¥1200","3%","App","No","Yes","10 min",0
"1240","iPhone","60s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 500K or more","About once a week","Moving for work","No","¥1200","1%","Phone","No","Yes","7 min",1
"1242","Android ","50s","Male","Part-time job","¥2M or more and less than ¥3M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","No","No","7 min",0
"1243","Windows ","70s","Male","Unemployed (including after retirement)","¥2M or more and less than ¥3M","Population of 500K or more","Several times a year","Leisure","No","¥1200","1%","Phone","No","No","10 min",0
"1247","Windows ","30s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of 500K or more","Several times a year","Other","No","¥1200","3%","App","No","No","7 min",1
"1248","iPhone","20s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1500","3%","Phone","Yes","Yes","10 min",0
"1252","Android ","50s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","Phone","Yes","Yes","10 min",1
"1254","iPhone","40s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of 500K or more","Several times a year","Leisure","No","¥1200","3%","Phone","No","Yes","10 min",1
"1255","iPhone","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","App","Yes","No","7 min",1
"1258","Windows ","50s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 500K or more","Several times a month","Shopping","No","¥1500","3%","Phone","Yes","Yes","10 min",0
"1261","iPhone","40s","Male","Self-employed","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1500","1%","App","Yes","No","7 min",1
"1273","Windows ","30s","Male","Part-time job","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","App","No","Yes","7 min",0
"1276","Windows ","60s","Male","Other","Less than ¥1M","Population of 500K or more","Several times a year","Leisure","No","¥1500","3%","App","No","No","10 min",1
"1278","iPhone","20s","Male","Public servant","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","10 min",1
"1286","Linux x8","20s","Female","Prefer not to answer","Prefer not to answer","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","App","No","No","10 min",1
"2","iPad","30s","Female","Part-time job","¥1M or more and less than ¥2M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","App","Yes","Yes","7 min",1
"8","Android ","30s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","10 min",1
"13","Android ","50s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","App","Yes","Yes","10 min",1
"14","Android ","30s","Female","Part-time job","¥1M or more and less than ¥2M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","Phone","No","Yes","10 min",0
"15","Windows ","40s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 500K or more","Several times a year","Moving for work","No","¥1200","1%","Phone","Yes","No","7 min",1
"17","Android ","50s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","App","No","No","7 min",1
"18","Android ","30s","Female","Part-time job","Less than ¥1M","Population of 500K or more","Several times a year","Visit to hospital","No","¥1200","1%","Phone","No","Yes","7 min",1
"19","Android ","40s","Male","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","Phone","Yes","No","10 min",0
"22","iPhone","30s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of Less than 100K","Several times a year","Visit to hospital","No","¥1200","3%","App","No","Yes","7 min",1
"23","iPhone","40s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 500K or more","Several times a month","Moving for work","No","¥1500","3%","Phone","Yes","No","10 min",0
"24","iPhone","30s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 100K or more and less than 500K","Several times a year","Moving for work","No","¥1500","1%","Phone","No","No","10 min",0
"26","Windows ","40s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","App","Yes","No","10 min",0
"28","Macintosh","40s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 500K or more","Several times a month","Shopping","No","¥1200","3%","Phone","Yes","No","7 min",1
"30","Windows ","50s","Male","Temporary staff","Prefer not to answer","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","App","No","No","10 min",0
"34","Android ","40s","Female","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","10 min",1
"35","Windows ","40s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","App","Yes","Yes","10 min",1
"38","Windows ","60s","Male","Unemployed (including after retirement)","¥2M or more and less than ¥3M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","App","No","No","7 min",0
"39","Android ","40s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Other","No","¥1500","1%","Phone","Yes","Yes","7 min",1
"42","Windows ","40s","Female","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","10 min",0
"44","Windows ","50s","Female","Full-time housewife (husband)","¥4M or more and less than ¥5M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","Phone","No","Yes","10 min",0
"47","Windows ","40s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","App","No","No","10 min",0
"51","Android ","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 500K or more","Several times a year","Visit to hospital","No","¥1500","3%","App","No","No","10 min",0
"59","Android ","40s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of Less than 100K","Several times a year","Visit to hospital","No","¥1500","1%","App","No","No","10 min",0
"61","iPad","40s","Male","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","App","Yes","No","7 min",1
"63","Macintosh","40s","Female","Temporary staff","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Several times a year","Other","No","¥1200","3%","Phone","No","No","10 min",0
"66","Windows ","50s","Male","Self-employed","¥5M or more and less than ¥6M","Population of 500K or more","Several times a year","Moving for work","No","¥1500","3%","Phone","No","Yes","7 min",0
"69","Android ","10s","Female","Student","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1500","1%","Phone","No","No","7 min",0
"71","Windows ","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","Phone","Yes","No","7 min",1
"72","Windows ","50s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1200","1%","Phone","No","Yes","10 min",0
"73","Windows ","30s","Female","Part-time job","Prefer not to answer","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","Phone","No","No","7 min",1
"74","Android ","50s","Female","Unemployed (including after retirement)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","Phone","No","No","10 min",0
"75","Android ","20s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Several times a month","Leisure","No","¥1200","3%","Phone","No","No","10 min",0
"79","Macintosh","30s","Male","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","App","No","No","10 min",0
"80","Android ","40s","Male","Prefer not to answer","Prefer not to answer","Population of 500K or more","Several times a year","Shopping","Prefer not to answer","¥1500","1%","App","No","No","7 min",0
"81","iPhone","40s","Male","Self-employed","¥1M or more and less than ¥2M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","7 min",1
"84","Windows ","50s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","Phone","Yes","No","10 min",1
"87","Android ","40s","Female","Full-time employee (mainly private companies)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","Phone","Yes","Yes","10 min",0
"88","Android ","40s","Male","Temporary staff","¥2M or more and less than ¥3M","Population of 500K or more","Several times a year","Moving for work","No","¥1500","1%","App","Yes","Yes","10 min",0
"89","iPad","40s","Male","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","App","No","No","7 min",0
"91","Windows ","50s","Female","Full-time housewife (husband)","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Several times a year","Visit to hospital","No","¥1200","3%","Phone","Yes","Yes","10 min",0
"93","Macintosh","40s","Male","Self-employed","¥1M or more and less than ¥2M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","App","No","No","10 min",0
"94","Android ","60s","Female","Unemployed (including after retirement)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","Phone","No","No","10 min",0
"95","Windows ","60s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Several times a year","Other","No","¥1500","3%","Phone","No","Yes","7 min",0
"96","Android ","60s","Male","Self-employed","¥4M or more and less than ¥5M","Population of 500K or more","Several times a year","Leisure","Yes","¥1500","3%","App","Yes","No","7 min",0
